NdUnfilled_max_value,phi_composition_average,SpaceGroupNumber_composition_average,phi_max_value,NpValence_composition_average,SecondIonizationEnergy_min_value,ThermalExpansionCoefficient_difference,ElasticModulus_composition_average,IsAlkali_arithmetic_average,Electronegativity_composition_average,Group_composition_average,Column_composition_average,ElasticModulus_min_value,ThirdIonizationEnergy_min_value,NUnfilled_arithmetic_average,NdUnfilled_composition_average,SecondIonizationEnergy_difference,HeatFusion_difference,NValance_min_value,BoilingT_difference,IonicRadii_min_value,n_ws^third_composition_average,MendeleevNumber_min_value,SecondIonizationEnergy_arithmetic_average,SecondIonizationEnergy_composition_average
0.0,1.85,98.2,4.7,3.4,15.934000000000001,1797.4,55.4,0.0,2.954,15.4,15.4,115.0,33.492,2.75,0.0,19.183,49.99,4.0,3088.12,0.26,0.5740000000000001,78.0,25.5915,27.4966
1.0,3.874000000000001,155.4,6.86,2.8,18.563,771.2,43.0,0.0,2.78,14.4,14.4,40.0,27.96,2.25,0.2,16.554000000000002,21.955,5.0,4020.79,0.63,1.016,63.0,25.47025,26.296399999999995
5.0,3.3120000000000003,128.79999999999998,6.86,2.4000000000000004,16.461,1795.2,124.6,0.0,2.838,11.2,11.2,301.0,27.16,2.4,1.0,18.656,37.26,2.0,4834.79,0.45,1.0179999999999998,50.0,26.872,26.872
2.0,4.8839999999999995,158.2,6.86,2.2,18.08,775.3,154.2,0.0,2.768,13.6,13.6,330.0,31.06,3.25,0.4,17.037,49.98,3.0,4195.79,0.23,1.3619999999999997,59.0,26.988,27.5106
3.0,1.56,91.0,5.4,2.4,11.03,773.6,89.0,0.0,2.694,11.6,11.6,15.0,28.47,2.0,0.6,24.087,38.37000000000001,2.0,4332.9,0.62,0.534,8.0,20.969,26.6282
6.0,1.99,98.6,5.15,2.6,20.521,1795.5,95.86,0.0,3.152,13.2,13.2,78.3,54.934,2.5,1.2,14.595999999999995,52.09,6.0,5743.12,0.6,0.6759999999999999,51.0,22.651999999999997,25.145
6.0,3.1519999999999997,102.79999999999998,6.86,2.6,20.51,1795.5,82.4,0.0,2.926,13.4,13.4,11.0,30.71,3.3999999999999995,1.2,14.606999999999996,52.09,5.0,5750.79,0.6,0.9540000000000001,51.0,24.0396,24.0396
0.0,1.9,85.4,5.3,2.8,18.828,775.3,102.3,0.0,2.7939999999999996,14.8,14.8,70.5,28.447,4.0,0.0,16.288999999999998,49.98,3.0,4182.9,0.23,0.6279999999999999,72.0,26.36633333333333,29.8666
4.0,4.394,164.6,6.86,2.0,29.601,774.9,112.0,0.25,2.54,11.0,11.0,10.0,47.448,2.5,0.8,47.037000000000006,57.63,1.0,5207.79,0.63,1.226,1.0,35.339,34.1914
8.0,1.59,91.6,4.35,2.6,14.925,1794.1,43.8,0.0,2.818,12.8,12.8,80.0,23.32,3.0,1.6,20.192,26.98,6.0,4791.12,0.83,0.562,45.0,26.625499999999995,28.3238
8.0,5.346000000000001,201.0,6.86,1.8,13.13,234.3,19.8,0.3333333333333333,2.276,10.0,10.0,5.0,22.99,4.0,1.6,34.156,20.645,1.0,4604.79,0.84,1.436,2.0,30.005666666666666,29.8438
9.0,3.008,128.2,6.86,2.2,12.8,770.0,58.2,0.0,2.622,11.6,11.6,80.0,24.76,4.5,2.6,22.317,13.88,3.0,3056.79,0.55,0.938,11.0,23.4245,25.762999999999995
6.0,3.162,117.6,6.86,2.6,14.632,775.5,90.2,0.0,2.8480000000000003,13.4,13.4,50.0,30.502,3.75,1.2,20.485,52.09,5.0,5750.79,0.6,0.94,51.0,19.8375,22.8934
8.0,1.61,89.99999999999999,4.45,2.6,14.925,1794.1,67.4,0.0,2.742,12.0,12.0,139.0,23.32,4.0,2.6,20.192,26.98,6.0,4791.12,0.67,0.612,45.0,25.163,27.1538
7.0,3.0420000000000003,135.0,6.86,2.8000000000000003,14.65,1791.6,29.8,0.0,2.884,13.400000000000002,13.400000000000002,20.0,29.31,3.4,1.4,20.467,21.28,5.0,3602.79,0.54,0.8879999999999999,46.0,25.8732,25.8732
7.0,1.96,98.0,5.55,2.4,14.65,773.6,132.4,0.0,2.83,12.4,12.4,129.0,29.31,4.0,2.0,20.467,40.9,5.0,4610.9,0.54,0.6940000000000001,46.0,16.589000000000002,24.0002
6.0,3.222,128.8,6.86,2.4000000000000004,14.32,1793.8,113.0,0.0,2.792,12.000000000000002,12.000000000000002,104.0,25.04,3.6,2.2,20.797,33.86,5.0,5791.79,0.53,1.028,47.0,22.8016,22.8016
0.0,5.846000000000001,200.2,6.86,2.2,15.934000000000001,234.3,42.0,0.0,2.5560000000000005,14.2,14.2,95.0,34.22,2.333333333333333,0.0,13.667,36.585,5.0,3015.79,0.53,1.5279999999999998,69.0,21.166333333333327,24.5402
9.0,1.414,84.8,3.9,2.6,11.059000000000001,774.8,12.4,0.0,2.608,12.8,12.8,12.0,19.174,5.333333333333333,1.8,24.058000000000003,5.98,3.0,3646.9,1.16,0.46,13.0,22.20133333333333,27.3676
9.0,1.58,103.0,4.7,2.8000000000000003,12.24,777.4,49.08,0.0,2.516,13.000000000000002,13.000000000000002,19.0,20.52,4.25,1.8,22.876999999999995,49.99,3.0,3527.9,0.26,0.542,12.0,21.758000000000003,24.4298
4.0,6.1320000000000014,207.2,6.86,1.8,16.18,228.2,57.86,0.0,2.6980000000000004,12.8,12.8,78.3,30.651,2.6666666666666665,0.8,13.421,13.455,5.0,3056.79,0.55,1.6580000000000001,55.0,22.10066666666667,25.1008
3.0,6.2360000000000015,200.2,6.86,1.8,16.76,233.6,127.6,0.0,2.6460000000000004,12.6,12.6,208.0,28.47,3.0,1.0,12.840999999999998,38.23500000000001,5.0,4345.79,0.62,1.706,56.0,21.509666666666664,24.7462
9.0,4.198,163.8,6.86,2.4,11.059000000000001,774.8,14.0,0.0,2.59,12.6,12.6,20.0,19.174,4.5,1.8,24.058000000000003,5.98,3.0,3659.79,1.16,1.126,13.0,22.70125,24.0812
9.0,1.484,103.4,4.25,2.4000000000000004,11.059000000000001,774.8,39.6,0.0,2.438,11.2,11.2,19.0,19.174,5.0,3.2,24.058000000000003,21.28,3.0,3646.9,0.29,0.564,13.0,21.039,23.8546
3.0,6.006,189.2,6.86,2.0,18.869,233.6,109.4,0.0,2.62,13.4,13.4,14.0,28.03,3.666666666666667,0.6,10.732000000000001,40.765,5.0,4623.79,0.63,1.59,60.0,16.156666666666666,21.5344
5.0,1.5,110.4,4.65,2.4000000000000004,16.461,775.2,70.2,0.25,2.52,11.0,11.0,10.0,27.16,2.75,1.0,60.17700000000001,37.26,1.0,4821.9,0.29,0.55,1.0,37.8865,37.3326
8.0,3.048,128.2,6.86,2.2,13.13,774.3,61.0,0.0,2.616,11.8,11.8,94.0,22.99,4.25,2.4000000000000004,21.986999999999995,20.78,4.0,4604.79,0.55,0.966,44.0,23.507,25.829
9.0,2.972,128.2,6.86,2.2,12.24,775.5,93.08,0.0,2.7,11.2,11.2,64.4,20.52,5.0,3.0,22.876999999999995,52.09,3.0,5750.79,0.6,0.934,12.0,19.2395,22.415
0.0,1.244,103.4,3.9,2.6000000000000005,10.004,759.4,8.8,0.0,2.394,12.6,12.6,12.0,29.829,2.25,0.0,25.113000000000003,6.9,2.0,2052.9,0.29,0.386,9.0,22.21975,24.7992
9.0,5.146,201.0,6.86,1.8,12.24,228.7,13.24,0.3333333333333333,2.226,9.8,9.8,1.8,20.52,4.333333333333333,1.8,17.360999999999994,11.035,1.0,3540.79,1.02,1.342,5.0,22.313666666666666,25.2286
2.0,4.324,170.79999999999995,6.86,2.0,18.168,766.6,42.6,0.25,2.4719999999999995,11.4,11.4,5.0,35.17,2.0,0.4,29.118,17.26,1.0,3108.79,0.69,1.1740000000000002,2.0,32.543,31.9546
0.0,5.396000000000001,190.4,6.86,2.2,14.632,218.0,10.48,0.3333333333333333,2.3800000000000003,12.0,12.0,2.4,30.502,2.6666666666666665,0.0,16.993000000000002,6.795,1.0,2797.79,0.71,1.368,3.0,25.286,27.011999999999997
0.0,0.96,70.80000000000003,4.8,3.8,18.6,764.6,15.8,0.0,2.92,15.8,15.8,39.0,27.96,2.333333333333333,0.0,16.516999999999996,24.22,6.0,1170.9,0.58,0.28800000000000003,84.0,24.116666666666664,28.5168
0.0,1.77,97.0,4.45,3.0000000000000004,16.53,769.0,42.0,0.0,2.682,14.8,14.8,19.0,25.3,2.0,0.0,18.587,19.57,6.0,3109.9,0.29,0.546,64.0,23.81725,26.0772
0.0,4.0280000000000005,164.6,6.86,2.0,10.004,759.4,21.6,0.0,2.412,12.000000000000002,12.000000000000002,13.0,39.722,1.25,0.0,25.113000000000003,6.9,2.0,2065.79,0.74,1.086,9.0,23.1715,24.4574
0.0,1.35,92.4,3.9,2.8000000000000003,20.428,1770.1,4.4,0.25,2.692,12.6,12.6,10.0,29.829,2.25,0.0,56.21000000000001,3.9219999999999997,1.0,1661.12,0.76,0.42,1.0,41.78825,40.454
8.0,3.142,121.8,6.86,2.4000000000000004,13.13,1794.3,104.8,0.0,2.798,12.000000000000002,12.000000000000002,94.0,22.99,3.6,2.2,21.986999999999995,38.37000000000001,4.0,4604.79,0.62,0.978,44.0,25.9156,25.9156
4.0,2.9619999999999997,128.0,6.86,2.4000000000000004,11.870999999999999,1794.9,114.2,0.0,2.732,11.6,11.6,21.0,47.448,2.0,0.8,23.245999999999995,57.63,2.0,5207.79,0.63,0.882,7.0,22.3118,22.3118
0.0,3.462,122.4,6.86,2.6,20.521,1795.3,103.86,0.0,3.008,14.400000000000002,14.400000000000002,78.3,37.93,2.4,0.0,14.595999999999995,49.98,3.0,4195.79,0.23,0.994,66.0,29.0726,29.0726
0.0,2.602,128.2,6.86,2.2,16.908,749.2,12.8,0.25,2.4859999999999998,12.0,12.0,2.0,37.48,1.5,0.0,18.209,5.99,1.0,962.79,0.95,0.698,4.0,27.2265,28.8046
3.0,5.976000000000001,194.0,6.86,2.0,16.76,233.6,88.4,0.0,2.588,13.2,13.2,12.0,28.47,4.0,0.6,12.840999999999998,38.23500000000001,5.0,4345.79,0.62,1.5799999999999998,56.0,22.263,25.1982
3.0,2.782,128.79999999999998,6.86,2.4000000000000004,17.06,1787.0,41.96,0.2,2.6260000000000003,11.6,11.6,1.8,33.5,2.0,0.6,18.057000000000002,15.98,1.0,3122.79,0.65,0.7899999999999999,5.0,28.3696,28.3696
0.0,1.6,109.6,5.15,2.4000000000000004,20.521,765.8,21.46,0.25,2.596,12.0,12.0,10.0,34.83,1.5,0.0,56.117,12.33,1.0,3038.9,0.29,0.51,1.0,38.9015,38.1446
0.0,1.88,53.8,5.3,3.0,20.51,1795.3,90.4,0.0,2.9419999999999997,15.0,15.0,11.0,30.71,3.25,0.0,14.606999999999996,49.98,3.0,4188.12,0.23,0.612,72.0,28.93775,30.1736
0.0,4.686000000000001,192.6,6.86,2.6,18.6,221.2,10.0,0.3333333333333333,2.4400000000000004,12.4,12.4,10.0,27.96,2.0,0.0,58.038,17.025,1.0,1537.79,0.76,1.186,1.0,41.61300000000001,36.8082
5.0,1.394,99.4,4.65,2.6,10.004,1795.2,67.0,0.0,2.782,11.4,11.4,13.0,27.16,2.25,1.0,25.113000000000003,37.26,2.0,4827.12,0.59,0.516,9.0,24.138,26.3338
9.0,2.8320000000000003,95.79999999999998,6.86,2.6,12.24,1788.7,15.080000000000002,0.0,2.6979999999999995,12.8,12.8,11.0,20.52,4.0,1.8,22.876999999999995,11.17,3.0,3540.79,0.62,0.8340000000000001,12.0,26.4876,26.4876
1.0,4.934,158.2,6.86,2.2,18.563,775.3,123.2,0.0,2.768,13.8,13.8,175.0,37.93,3.0,0.2,16.554000000000002,49.98,3.0,4195.79,0.23,1.3659999999999997,63.0,27.10875,27.607199999999995
5.0,1.67,101.0,4.45,2.6000000000000005,15.64,758.3,45.8,0.0,2.526,13.6,13.6,12.0,29.829,3.5,1.0,19.477,12.69,6.0,2243.9,0.29,0.546,52.0,23.62875,25.9264
5.0,4.513999999999999,156.60000000000005,6.86,2.6,15.64,769.0,53.0,0.0,2.6239999999999997,13.6,13.6,67.0,25.3,3.25,1.0,19.477,19.57,5.0,2256.79,0.67,1.234,52.0,24.221999999999998,25.2978
9.0,1.4740000000000002,90.8,4.2,2.4000000000000004,11.059000000000001,774.8,18.2,0.0,2.512,12.6,12.6,19.0,19.174,3.25,1.8,24.058000000000003,5.98,3.0,3646.9,0.29,0.484,13.0,22.06625,24.6764
0.0,1.23,86.2,4.2,2.4,18.759,731.0,4.760000000000002,0.3333333333333333,2.622,12.2,12.2,1.8,34.202,1.0,0.0,16.357999999999997,2.075,1.0,853.9,1.02,0.358,5.0,26.32533333333333,29.842
8.0,5.6960000000000015,198.6,6.86,1.8,13.13,234.3,58.40000000000001,0.0,2.4000000000000004,11.2,11.2,94.0,22.99,5.333333333333334,2.6,16.470999999999997,20.645,4.0,4604.79,0.67,1.594,44.0,19.457,23.5146
4.0,1.766,81.39999999999998,4.93,2.8,16.18,1788.2,45.0,0.0,2.894,14.0,14.0,14.0,28.03,3.0,0.8,18.937,13.59,6.0,3049.12,0.55,0.588,55.0,26.284000000000002,28.0506
0.0,1.6,84.8,4.1,2.6,17.964000000000002,750.1,21.4,0.0,2.718,14.6,14.6,12.0,29.829,2.333333333333333,0.0,17.153,6.848,6.0,1655.9,0.74,0.488,69.0,24.503,28.7486
0.0,4.614,152.8,6.86,2.2,18.869,768.2,28.2,0.0,2.7,13.8,13.8,14.0,28.03,2.5,0.0,16.247999999999998,16.52,5.0,3158.79,0.64,1.2279999999999998,62.0,25.80425,26.5636
2.0,3.4819999999999998,134.2,6.86,2.4000000000000004,18.08,1791.8,81.66,0.0,3.056,13.6,13.6,78.3,31.06,2.0,0.4,17.037,26.37,5.0,3890.79,0.67,0.996,59.0,27.6578,27.6578
0.0,6.086000000000001,206.8,6.86,2.2,16.345,237.4,48.06,0.0,2.7119999999999997,14.0,14.0,78.3,33.492,2.6666666666666665,0.0,13.255999999999998,49.855,4.0,3095.79,0.26,1.604,66.0,22.155666666666665,25.1338
1.0,6.1160000000000005,206.4,6.86,1.8,18.563,231.2,51.0,0.0,2.6660000000000004,13.2,13.2,80.0,34.83,2.0,0.2,11.038,21.82,5.0,4020.79,0.63,1.618,63.0,23.218,25.7712
0.0,3.0920000000000005,91.0,6.86,2.8,16.687,766.6,31.6,0.0,2.7680000000000002,14.6,14.6,34.0,25.559,2.25,0.0,18.43,13.38,5.0,3122.79,0.73,0.856,64.0,25.42425,27.3628
6.0,3.944,171.6,6.86,2.0,14.32,772.7,21.16,0.25,2.382,10.4,10.4,1.8,25.04,3.25,1.2,20.797,29.78,1.0,4939.79,0.64,1.098,5.0,26.0345,26.7478
0.0,1.92,66.2,5.45,3.0,16.687,768.2,35.99999999999999,0.0,2.736,14.6,14.6,19.0,25.559,1.75,0.0,18.43,16.52,6.0,3145.9,0.29,0.5660000000000001,62.0,23.691,25.9762
9.0,2.842,111.2,6.86,2.8000000000000003,12.24,1788.7,22.880000000000006,0.0,2.728,13.000000000000002,13.000000000000002,50.0,20.52,3.8,1.8,22.876999999999995,11.17,3.0,3540.79,0.71,0.82,12.0,25.311999999999998,25.311999999999998
3.0,5.646000000000001,200.2,6.86,1.8,11.870999999999999,227.0,45.8,0.0,2.4000000000000004,11.2,11.2,21.0,33.5,2.0,0.6,17.729999999999997,15.845,2.0,3122.79,0.65,1.5219999999999998,7.0,19.510666666666665,23.5468
7.0,1.67,103.4,4.25,2.4000000000000004,14.65,771.6,48.6,0.0,2.548,13.000000000000002,13.000000000000002,19.0,29.31,2.75,1.4,20.467,21.28,5.0,3589.9,0.29,0.5920000000000001,46.0,22.76525,25.2356
6.0,5.496,208.0,6.86,1.8,27.28,235.5,80.60000000000002,0.3333333333333333,2.46,10.4,10.4,2.0,40.0,3.333333333333333,1.2,2.320999999999998,51.95500000000001,1.0,5750.79,0.6,1.472,4.0,18.960333333333327,23.2166
5.0,3.082,100.4,6.86,2.6,15.64,1780.3,41.8,0.0,2.764,13.6,13.6,11.0,30.71,3.2,1.0,19.477,12.69,5.0,2399.79,0.62,0.914,52.0,27.1676,27.1676
5.0,2.0,79.2,5.2,3.0,18.633,773.8,100.0,0.0,2.88,14.0,14.0,39.0,28.351,3.333333333333333,1.0,16.483999999999998,33.86,6.0,5778.9,0.53,0.6579999999999999,54.0,17.916666666666664,24.7968
0.0,1.69,80.6,4.55,3.2,15.934000000000001,1794.3,25.8,0.0,2.93,15.2,15.2,14.0,28.03,3.0,0.0,19.183,36.72,6.0,3008.12,0.53,0.508,75.0,26.2225,28.0014
0.0,1.85,102.6,5.15,2.4000000000000004,17.964000000000002,765.8,38.46,0.0,2.73,14.2,14.2,19.0,34.83,1.25,0.0,17.153,12.33,6.0,3038.9,0.29,0.5780000000000001,66.0,24.233,26.4098
8.0,1.59,49.0,4.15,3.2,13.58,1791.4,28.8,0.0,2.884,13.6,13.6,34.0,25.559,3.5,1.6,21.537,13.93,4.0,3475.12,0.61,0.536,43.0,25.0885,27.0942
8.0,3.1180000000000003,128.2,6.86,2.2,13.58,771.4,64.2,0.0,2.6579999999999995,11.8,11.8,110.0,27.491,4.25,2.4000000000000004,21.537,13.93,4.0,3482.79,0.55,0.988,43.0,23.6195,25.919
6.0,5.956,195.40000000000003,6.86,2.4,16.53,235.5,93.6,0.0,2.7060000000000004,13.2,13.2,67.0,25.3,4.0,1.2,13.070999999999998,51.95500000000001,5.0,5750.79,0.6,1.604,51.0,15.377,21.0666
0.0,3.778000000000001,171.6,6.86,2.0,10.004,759.4,4.6,0.25,2.278,9.8,9.8,10.0,47.448,1.5,0.0,66.634,6.9,1.0,2065.79,0.76,1.0179999999999998,1.0,37.84,36.1922
1.0,3.462,121.8,6.86,2.8,18.563,771.2,42.8,0.0,2.8760000000000003,14.4,14.4,39.0,28.351,2.5,0.2,16.554000000000002,24.22,5.0,4020.79,0.58,0.974,63.0,25.4785,27.406199999999995
0.0,2.772,118.2,6.86,2.8000000000000003,14.632,1778.0,12.0,0.2,2.68,12.6,12.6,10.0,30.502,2.2,0.0,62.00600000000001,6.9300000000000015,1.0,2797.79,0.71,0.774,1.0,38.1916,38.1916
6.0,2.8120000000000003,135.0,6.86,2.4000000000000004,11.03,1795.5,83.2,0.0,2.754,11.2,11.2,15.0,43.6,2.4000000000000004,1.2,24.087,52.09,2.0,5750.79,0.6,0.8599999999999999,8.0,22.1436,22.1436
9.0,1.3,96.4,3.25,2.4000000000000004,12.8,770.0,35.8,0.0,2.436,10.8,10.8,19.0,24.76,4.333333333333333,3.6,22.317,13.88,3.0,3012.9,0.29,0.508,11.0,23.749000000000002,23.8328
8.0,5.496,194.0,6.86,1.8,13.13,234.3,37.6,0.0,2.3560000000000003,10.6,10.6,94.0,22.99,5.5,3.2,16.470999999999997,20.645,4.0,4604.79,0.84,1.5539999999999998,44.0,21.3655,23.0126
9.0,4.288,163.79999999999995,6.86,2.4000000000000004,11.059000000000001,774.8,33.0,0.0,2.526,12.6,12.6,50.0,19.174,4.5,1.8,24.058000000000003,36.72,3.0,3659.79,0.53,1.17,13.0,22.92775,24.2624
7.0,4.926,192.6,6.86,2.6,18.6,233.7,44.6,0.0,2.544,13.2,13.2,40.0,27.96,4.0,1.4,11.000999999999998,36.215,5.0,5653.79,0.64,1.3159999999999998,48.0,16.067,21.4806
8.0,2.4819999999999998,128.79999999999998,6.86,2.4000000000000004,14.925,1794.1,28.16,0.2,2.51,10.6,10.6,1.8,23.32,3.0,1.6,20.192,26.98,1.0,4798.79,0.83,0.73,5.0,27.942599999999995,27.942599999999995
0.0,3.322,121.8,6.86,2.4000000000000004,20.292,775.3,113.0,0.0,2.772,14.2,14.2,124.0,36.83,2.75,0.0,14.824999999999996,49.98,3.0,4195.79,0.23,0.974,64.0,27.541,29.0562
9.0,1.394,96.4,3.8,2.4000000000000004,11.059000000000001,774.8,35.8,0.0,2.42,11.0,11.0,19.0,19.174,5.25,3.4000000000000004,24.058000000000003,13.93,3.0,3646.9,0.29,0.54,13.0,20.7715,23.6406
2.0,6.3260000000000005,206.4,6.86,1.8,18.08,231.8,101.0,0.0,2.736,12.8,12.8,175.0,31.06,2.6666666666666665,0.6000000000000001,11.520999999999999,26.235,5.0,4020.79,0.63,1.6980000000000002,59.0,22.08133333333333,25.0892
0.0,3.1519999999999997,127.4,6.86,2.2,15.035,768.2,34.28,0.0,2.6860000000000004,11.8,11.8,44.4,32.93,1.25,0.0,20.082,16.52,2.0,3158.79,0.64,0.8979999999999999,62.0,24.845749999999995,26.899999999999995
0.0,1.58,102.6,4.45,2.4000000000000004,15.035,763.5,37.48,0.0,2.5340000000000003,12.2,12.2,19.0,34.83,1.25,0.0,20.082,13.38,2.0,3109.9,0.29,0.528,64.0,23.4435,25.7782
3.0,1.5599999999999998,109.6,5.55,2.4000000000000004,23.33,773.6,110.88,0.25,2.496,11.6,11.6,2.4,34.83,2.0,0.6,11.787,40.9,1.0,4610.9,0.29,0.496,3.0,22.518,25.0378
0.0,2.722,128.79999999999998,6.86,2.4000000000000004,16.908,1769.2,13.4,0.2,2.616,12.2,12.2,5.0,37.48,1.4,0.0,30.378,5.99,1.0,1078.79,0.95,0.742,2.0,32.7764,32.7764
5.0,1.94,92.4,5.05,2.6,16.5,1795.1,112.0,0.0,2.818,11.4,11.4,259.0,30.96,2.25,1.0,18.617,20.78,2.0,2859.12,0.45,0.6799999999999999,49.0,26.1995,27.983
3.0,1.9,58.8,5.4,2.6,16.76,773.6,88.2,0.0,2.866,13.8,13.8,11.0,28.47,3.666666666666667,0.6,18.357,38.37000000000001,6.0,4332.9,0.62,0.628,56.0,24.129,28.5242
9.0,1.7240000000000002,91.6,5.45,2.6,11.059000000000001,1794.8,35.4,0.0,2.832,12.4,12.4,50.0,19.174,3.0,1.8,24.058000000000003,16.52,3.0,3652.12,0.64,0.57,13.0,25.194,27.1786
9.0,4.364000000000001,164.6,6.86,2.0,11.059000000000001,774.8,52.2,0.0,2.49,11.4,11.4,50.0,19.174,4.5,2.6,24.058000000000003,13.59,3.0,3659.79,0.55,1.25,13.0,22.98925,24.311599999999995
0.0,1.71,85.4,4.35,2.4,18.759,761.1,20.4,0.0,2.85,14.2,14.2,22.0,34.202,1.0,0.0,16.357999999999997,11.08,6.0,2344.9,1.02,0.52,65.0,25.122,29.12
5.0,2.302,119.79999999999998,6.86,3.0,16.461,775.2,72.4,0.0,2.8360000000000003,13.8,13.8,40.0,27.16,3.25,1.0,18.656,37.26,5.0,4834.79,0.59,0.6839999999999999,50.0,24.94475,26.9792
0.0,2.226,135.2,6.86,2.2,10.004,759.4,2.96,0.25,2.32,10.0,10.0,1.8,47.448,1.5,0.0,25.113000000000003,6.9,1.0,2065.79,1.4,0.602,5.0,24.9555,26.9878
2.0,1.85,91.0,5.2,2.4,16.908,766.6,54.0,0.0,2.784,14.0,14.0,62.0,35.17,1.3333333333333333,0.4,18.209,17.26,6.0,3095.9,0.69,0.598,61.0,23.397666666666666,28.0854
5.0,1.354,96.4,4.45,2.4,10.004,759.4,42.2,0.0,2.552,11.4,11.4,13.0,33.667,2.333333333333333,1.0,25.113000000000003,12.69,2.0,2243.9,0.67,0.484,9.0,20.253666666666668,26.199
1.0,2.01,85.4,5.65,3.0,16.53,771.2,48.4,0.0,2.93,14.6,14.6,67.0,25.3,2.333333333333333,0.2,18.587,21.955,6.0,4007.9,0.63,0.608,63.0,23.40333333333333,28.0888
5.0,2.06,84.8,5.2,2.4,17.06,773.8,133.8,0.0,2.82,12.8,12.8,208.0,33.5,3.333333333333333,1.6,18.057000000000002,33.86,6.0,5778.9,0.53,0.72,54.0,17.392333333333333,24.4822
4.0,2.076,98.0,5.45,2.4,16.18,768.2,67.6,0.0,2.87,13.2,13.2,127.0,30.651,2.0,0.8,18.937,16.52,6.0,3145.9,0.55,0.688,55.0,23.64233333333333,28.2322
0.0,0.96,99.4,2.7,2.6,27.28,1729.0,1.4,0.5,2.522,10.2,10.2,2.0,40.0,1.25,0.0,20.006,2.38,1.0,1071.12,1.02,0.284,2.0,36.16325,35.954
5.0,1.73,96.4,5.2,2.4000000000000004,15.035,773.8,104.88,0.0,2.5340000000000003,11.400000000000002,11.400000000000002,19.0,34.83,2.25,1.0,20.082,33.86,2.0,5778.9,0.29,0.604,54.0,18.3705,21.7198
3.0,1.85,85.8,5.1,2.8000000000000003,14.632,767.0,55.4,0.0,2.66,14.200000000000005,14.200000000000005,19.0,30.502,2.75,0.6,20.485,15.98,6.0,3109.9,0.29,0.598,58.0,22.53475,25.0512
0.0,2.272,134.4,6.86,2.2,11.870999999999999,757.7,4.5600000000000005,0.25,2.342,10.0,10.0,1.8,47.448,1.5,0.0,23.245999999999995,8.319999999999999,1.0,1679.79,1.0,0.622,5.0,25.42225,27.3612
9.0,1.7800000000000002,91.0,5.65,2.4,12.8,771.2,51.0,0.0,2.792,12.2,12.2,80.0,24.76,4.333333333333333,2.0,22.317,21.955,3.0,4007.9,0.63,0.61,11.0,22.16,27.3428
2.0,6.066000000000002,206.4,6.86,1.8,18.08,231.8,82.0,0.0,2.6660000000000004,13.0,13.0,80.0,31.06,2.333333333333333,0.4,11.520999999999999,26.235,5.0,3890.79,0.67,1.614,59.0,23.057,25.6746
0.0,2.12,73.60000000000002,5.3,2.8,25.154,775.3,176.4,0.0,2.88,14.8,14.8,441.0,37.93,3.5,0.0,9.962999999999996,49.98,3.0,4182.9,0.23,0.7,72.0,30.1355,31.1318
8.0,1.23,103.4,3.45,2.4000000000000004,13.13,774.3,23.6,0.25,2.344,10.6,10.6,5.0,22.99,3.25,1.6,34.156,20.78,1.0,4591.9,0.29,0.446,2.0,29.71575,30.796
0.0,2.912,135.0,6.86,2.4000000000000004,19.63,1788.2,25.88,0.2,2.696,11.8,11.8,2.4,32.93,1.4,0.0,15.486999999999998,16.52,1.0,3158.79,0.64,0.7939999999999999,3.0,30.188599999999994,30.188599999999994
0.0,6.0360000000000005,200.2,6.86,2.2,15.934000000000001,234.3,83.2,0.0,2.54,12.2,12.2,115.0,34.22,2.333333333333333,0.0,13.667,36.585,2.0,3015.79,0.45,1.598,67.0,21.248666666666665,24.5896
3.0,2.04,90.8,5.4,3.0,16.76,773.6,97.6,0.0,2.7680000000000002,14.2,14.2,19.0,28.351,2.75,0.6,18.357,38.37000000000001,6.0,4332.9,0.29,0.6539999999999999,56.0,23.46,25.7914
8.0,1.1540000000000001,91.8,3.45,2.4,10.004,774.3,21.4,0.0,2.508,10.8,10.8,13.0,22.99,3.333333333333333,1.6,25.113000000000003,20.78,2.0,4591.9,0.84,0.444,9.0,19.417,25.697
0.0,1.54,86.0,5.3,2.8,11.03,1795.3,91.2,0.0,2.77,12.8,12.8,15.0,37.93,2.0,0.0,24.087,49.98,2.0,4188.12,0.23,0.518,8.0,26.56775,28.2776
6.0,3.142,135.8,6.86,2.4000000000000004,14.32,1795.5,101.0,0.0,2.884,11.8,11.8,104.0,25.04,3.8,2.4,20.797,52.09,5.0,5750.79,0.6,1.02,47.0,22.8016,22.8016
3.0,3.3120000000000003,91.6,6.86,3.0,16.687,1793.6,113.4,0.0,2.9360000000000004,14.400000000000002,14.400000000000002,34.0,25.559,2.4,0.6,18.43,40.9,5.0,4623.79,0.63,0.928,60.0,23.275,23.275
9.0,2.6519999999999997,121.79999999999998,6.86,2.4000000000000004,12.24,1788.7,25.76,0.0,2.58,10.8,10.8,64.4,20.52,3.75,3.6,22.876999999999995,11.17,3.0,3540.79,1.02,0.8140000000000001,12.0,27.982,24.8336
7.0,3.112,132.79999999999998,6.86,2.2,14.65,771.6,65.4,0.0,2.62,11.8,11.8,129.0,29.31,4.25,2.4,20.467,21.28,5.0,3602.79,0.54,0.98,46.0,23.752,26.025
